Text,IsFake
The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.,true
"Rhode Island gives undocumented pregnant women health insurance, plus a cash card with $400 a month on it and $250 a month or $275 a month to spend on food.",true
Says Mark Pryor continues to insist that Obamacare is an amazing success.,true
Were only inches away from no longer being a free economy.,true
The United States is the leading nation in the world with the highest amount of doubt about the conventional wisdom of climate change.,false
The U.S. Justice Department has taken on more than 100 voting rights cases since 2009.,false
On average it takes 300 Americans working for a solid year to make as much money as one top CEO.,false
Says Barack Obama has played over 90 rounds of golf as president.,false
"Team Trump has accused Ted Cruz of fraud in Iowa, Texas, Colorado, Oklahoma, Louisiana, Kansas, Maine, Utah and Wisconsin.",false
"This years redistricting has been the most open, interactive and transparent redistricting process in Tennessee history.",true
"Under economic sanctions, now Iran is suffering 30 percent inflation, 20 percent unemployment.",false
"Says that as Wisconsin governor, we ended welfare.",false
"In the 18th Congressional District, 100% of electric generation comes from coal.",false
The folks in Washington are already forcing you to buy government health care.,true
Says President Barack Obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore.,true
Up to 45 percent of illegal immigrants are not people that physically crossed the southern border or northern border. They are visa overstayers.,false
Charlie Crist 'worked with Acorn' to give felons voting rights.,true
On support for gay marriage.,true
"'This year, we have added an average of 200,000 jobs per month, a majority in the private sector, a stark contrast to the Bush Administration record of losing an average of nearly 750,000 jobs per month in its last three months.'",false
Republicans in Congress refuse to list a single tax loophole they are willing to close.,false
Says Hillary Clintons Iran nuclear deal lined the pockets of the worlds number one state sponsor of terrorism with your money.,true
Obama thinks the national anthem should be 'I'd Like to Teach the World to Sing.',true
"Right now, America has $1.1 trillion of student debt. Thats more than credit card debt.",false
Twenty-six men named William have been elected to statewide office and only seven women have had the honor.,false
When Obama took office the economy of the United States was actually shrinking for the first time in about 70 years.,true
Says Marco Rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time.,true
"Twice as much (federal) money is going back to Hawaii, Virginia and Alaska than is coming home to Oregon.",false
I didnt inherit money from my parents.,false
"If you tried to pay out $1 trillion by handing it out at $1 per second, it would take more than 31,000 years.",false
You cant put a gun rack in a [Chevrolet] Volt.,true
The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance.,false
Israel has seen a 90 percent reduction in terrorist attacks that it attributes to building a 500-mile fence.,false
Newt Gingrich says electric co-ops and credit unions are government-sponsored enterprises like Freddie Mac.,true
"Attempts to find things like, crime, criminal activity, indictment, have been filtered out by Google in favor of Hillary Clinton.",true
The National Science Foundation spent $1.2 million paying seniors to play World of Warcraft to study the impact it had on their brain.,true
Our government right now. . . (is) spending 40 percent more than what we take in.,false
The biggest contribution behind a decrease in U.S. unemployment was 1.2 million people leaving the workforce,true
"If we choose Obamacare expansion, 600,000 will lose eligibility for their subsidies, of which 257,000 would be forced into Medicaid.",false
"Says the U.S. Postal Service has taken no taxpayer aid since 1971, funds operations entirely from the sale of stamps and related products and makes an operational profit year after year.",true
California has seen a 56 percent decline in the gun murder rate since the 1990s.,false
Drug overdoses are now the second-most common cause of death in New Hampshire.,true
"Congressman Cicilline, when he was the mayor of Providence, espoused a sanctuary city.",true
Says his opponent Dorman Grace brags on his Facebook page about receiving illegal campaign contributions.,false
Says 70 percent of Virginias Medicaid cost is for seniors in nursing homes.,true
[L]ess than one-tenth of Atlantas transportation needs are covered in a referendum to levy a 1-cent sales tax.,false
More than two-thirds of the aliens the Obama administration has brought to the United States under the presidents Central American Minors program werent actually minors at all.,false
"Says Chris Abele, opponent in Milwaukee County executive race, failed to finish 3 separate colleges, dropping out all 3 times.",false
Obama Signs Bill Forgiving All Student Loan Debt.,true
AGallup report recently said that nearly 50 percent of small business owners arent hiring because of what they call regulatory uncertainty.,false
"'Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.''",true
"Says that Mitt Romney, while he was in Arizona, said he believes the states SB 1070 immigration law should be the model for national immigration laws.",true
Toomey crossed party lines to stop gun sales to suspects on the terror watch list.,true
Two-thirds of the people who start out in minimum wage are above the minimum wage within a year.,false
"The state of Georgia lost 16 percent of its employees last year, and that percentage has risen over the past three years.",false
Says hes the only licensed firearms dealer in America running for Congress.,false
On releasing photographs depicting the abuse of prisoners.,true
Says attorney general candidate Jon Richards went so far to say he would only enforce the laws with which he personally agreed.,true
The pass rate for a high school level test to join the military is 35 to 40 percent.,true
'We've got some 37-million of our fellow citizens who are living in poverty; about 12-million or 13-million are children.',false
"Cicilline continues to accept hundreds of thousands of dollars in lobbyist, corporate PAC and insider money to fund his campaign.",true
Borrowing in my 2015-17 state budget is less than half that in my predecessors last budget and the lowest it has been in a decade.,false
Says the federal government mandates transexuals (sic) and homosexuals grabbing children in their stranger-danger zones in the name of airport security.,true
"Every year since Gov. Walker and the Republicans have been in control of the Legislature weve created fewer jobs, according to the Bureau of Labor Statistics.",true
Claims Joe Biden said coal is more dangerous than terrorists.,true
An Obama campaign tactic for rallying voters is to offer them cell phones.,true
What is and isnt a Schedule I narcotic is a job for Congress.,false
Higher beer production and higher consumption go hand-in-hand.,true
'We are now seeing a decrease in violent crime.',false
Says theres $4 billion in private investment along the streetcar.,true
Says Arkansas Republican Rep. Tom Cotton voted to provide Congress with taxpayer-funded health care for life.,true
Israels per capita income is greater than probably three-fourths of the rest of the world.,false
"Well over 90 percent of felony cases, all over the nation, are committed by defendants who grew up in father-absent households.",true
"For his first interview as president, Barack Obama chose Arab TV for an apology.",true
"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines.",false
More businesses are closing than opening in Virginia today.,true
We have record numbers of people living in poverty.,false
Obama served on a board with former Weather Underground member William Ayers and 'that relationship with Mr. Ayers on this board continued after 9/11.',false
Says Obama broke his promise to offer a comprehensive immigration bill in his first year.,false
The media wont publish a real photo of Trayvon Martin with tattoos on his face.,true
Rand Paul supports Obamas negotiations with Iran.,true
"For Social Security, which is projected to remain solvent through 2033, Whitehouse has cosponsored [a bill that] . . . would extend the life of the program by an additional 75 years.",false
"A single parent with a couple kids can easily get $35,000 a year in public assistance in Wisconsin.",true
Police in the United States are allowed to use tear gas even though it has been classified as a chemical weapon and banned in international conflict since 1993.,false
Says Hillary Clinton viciously attacked women abused by Bill Clinton.,true
A letter from BP to the Minerals Management Service 'actually recommends improvements and specific recommendations around safety regulations should they choose to change them.',true
"'We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses.'",false
Under the Iran deal: If Israel attacks Iran were supposed to be on Irans side.,true
Nobody suffered any lasting injuries from the CIA interrogation program.,true
Im not one for name calling.,true
Says Sen. Pat Toomey even tried to shut down the federal government in order to eliminate funding for Planned Parenthood.,true
Wisconsin has one of the most progressive tax codes in the country.,false
"During the year Kagan barred military recruiters from Harvard Law School's Office of Career Services, 'military recruiting actually went up.'",false
ISIS reaches about 100 million people a day through social media.,false
Texas added more jobs in 2010 than any other state.,false
"In the primary election, a right-wing group spent more than $100,000,000 to support Supreme Court Justice Rebecca Bradley.",true
"(Brendan) Doherty wants to raise the eligibility age for Social Security benefits for anyone born after 1960, with no regard for the challenges it would cause for people working in physically demanding occupations.",true
Says Sam Houston opposed slavery and as governor said Texas should not leave the union over slavery.,false
Our national debt is as low as it has been since World War II.,true
Every time [the people from Newport Tent] work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent.,false
Debbie Jackow unlike her opponent ...WILL NOT de-fund the 20/20 land program.,true
The average age a child is trafficked into the commercial sex trade industry is between 11 and 14 years old.,false
Says 99 percent of the time police officers arent charged when they kill young people of color.,false
Six justices on the U.S. Supreme Court have been confirmed in presidential election years since 1912.,false
Property taxes are now 18% higher than when(Mark Sharpe)first took office.,true
The minimum number of infrastructure (needs) in Atlanta is $900 million.,false
"The firefighter and police officer pension system is not headed for bankruptcy, far from it. Thats because New Jersey first responders -- fire fighters and police officers -- have never missed making payments to the retirement system.",false
'The truth was revealed there in that report that showed there was no unlawful or unethical activity on my part.',true
Says Donald Trump said he intends to open up additional areas off the coast to oil drilling during the campaign.,false
"Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel.",false
Students today take more years to get through college.,true
Says Rick Perry flip-flopped on gay marriage by first saying it was a states rights issue and then saying he was in favor of a federal constitutional amendment banning gay marriage.,true
Congress decision to spend less around the world on embassy security contributed to tragedies like Benghazi.,true
"The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.",false
"'Under Barack Obama's plan, the government would spend $1-trillion more.'",false
"In 2011, NJ economy ranked 47th--at the bottom with Alabama, Mississippi Wyoming. Under Christie, NJ is falling behind.",false
"Theres never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.",false
Nearly 60% of all occupants of HUD properties in U.S. are illegals.,true
"Oregon families pay an extra $1,400 a year on higher insurance premiums to cover those who do not have insurance.",false
"As soon as Chris Christie was governor, he gave tax cuts to millionaires.",false
Ninety percent of Americans want our background check system strengthened and expanded to cover more gun sales.,false
"Over 80 percent of our trade deficit today is with countries that are not trade agreement partners, that are not level playing fields for the United States.",false
Says Ken Cuccinelli wants to eliminate all forms of birth control.,true
A bill that would halt the EPA from regulating greenhouse gases would help stop rising gas prices.,true
"The measles vaccine has killed 108 people in the last decade, while no one has died of measles.",true
"For our next two years in my state, we will end with a structural surplus of $499 million.",false
In Virginia there has been a billion dollars in surplus over the last three years. The legislature has spent less than 1 percent of that on roads.,true
Virginia women earnonly 79 cents to each dollar earned by men...,false
Says oil productions down where Obamas in charge.,false
Every other major country has family paid leave.,false
Says a picture he posted on Facebook of a man posing in front of five decapitated human heads is one of the subhuman mongrels our president set free.,true
"Says that during President Barack Obamas tenure, the United States has created 15 million new jobs.",false
The (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year.,true
President Barack Obama ordered our military to enlist illegal aliens.,true
"'A government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...If government takes over health care, recommendations like these could become the law for all kinds of diseases.'",true
"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.",false
"We have dozens of districts that go for 150 to 200 miles, splitting counties, splintering cities and connecting areas that have very little in common.",false
Congress gave an unelected board the power to deny care to seniors.,false
I never said I was on the Falkland Islands.,false
My state of Florida is now the third-largest state. We have surpassed New York in population.,true
The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.,false
Says Wisconsin Senate recall candidate Jessica King voted to increase her pay with taxpayer dollars by 63 percent.,true
Says Barack Obama began his presidency with an apology tour.,true
A Texas law will repatriate $1 billion of gold bullion from the Federal Reserve in New York to Texas.,true
The majority of the Hispanic population and the growth (of the population) is U.S.-born.,false
Says Barack Obamas administration has admitted that money from its Iran nuclear deal would go directly to terrorism.,false
No Bridge to Nowhere could occur.,true
"When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against womens health care in our state.",false
"When it comes to classified information at the State Department, Hillary Clintons the decider.",false
"Right now, Im polling at about 8 percent against Barack Obama and Mitt Romney.",true
Food stamps have gone up two-and-a-half times under Barack Obama.,true
"In the 38 Studios deal, Wall Street investors took a risk, and went bust.",true
Says President Barack Obama broke his promise to keep a Wisconsin GM plant from closing.,true
"The weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... its fair to say the science is in dispute.",true
Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.,false
State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.,true
"The federal government is making the decision, whether we like it or not, to send 425 refugees to our state from Syria.",false
Beer drinking is not allowed in any Illinois state parks.,true
Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.,true
"On new dollar coins, In God We Trust is gone!",true
Freshman Rep. Bob Gibbs is spending his one year anniversary on vacation only working 6 days in all of January.,true
Early voting remains at 96 hours.,true
Says Obama flip-flopped on banning handguns.,false
I remain one of the poorer members of the United States Senate.,false
[T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia.,true
'What happens is people like Warren Buffett and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. It's not right.',false
"Other Western countries have ended their 'Don't Ask, Don't Tell' policies.",false
The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.,false
"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",true
The presidents own advisers have said theres a war on coal.,true
"Because of the new health care law, 17 million kids can no longer be denied for a pre-existing condition.",true
Says Hillary Clinton is proposing destroying Medicare for seniors.,true
On supporting winner of Democratic primary with her superdelegate vote.,true
The IRS has been specifically forbidden ... from ever actually pursuing either civil or criminal remedies for people who dont purchase health insurance.,false
A bill to advance the Keystone XL Pipeline is an earmark under House rules.,true
Says Rick Scott thinks employers should be able to deny women coverage for birth control.,false
Florida is the first state requiring drug testing to receive welfare!,true
Says Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.,true
"A lot of people who go into prison straight, and when they come out theyre gay.",true
"SaysGOP U.S. Senate candidate Darryl Glenn wants to eliminate the Department of Education and jeopardize college fundingfor 320,000 Coloradans.",false
The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day.,true
Michael Bennet cast the deciding vote for the stimulus and the health care bill.,true
White people control almost 90 percent of the nations wealth.,false
200 consumer laws were destroyed in 2011 when Gov. Scott Walker signed Act 92.,true
Congress Approves Bill Offering Free Cars To Welfare Recipients.,true
Wisconsin is not walking away from a dime in federal funds by rejecting the Obamacare Medicaid expansion.,true
"Says that in 2007, Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data.",true
"Says that, as a Supreme Court justice, Greg Abbott found that a company whose vacuum cleaners were sold door to door had no responsibility in the hiring of a salesman who raped a customer.",false
"The original compromise for the Confederate battle flag in South Carolina was to put it on the back side of the statehouse, out of public view so it would not have any appearance of sovereignty.",false
The nine-day deer hunt contributes more than $1.3 billion in revenue to the state of Wisconsin.,false
Weve now gained private sector jobs 12 months in a row.,false
'George Bush sent people to war without body armor.',false
"Says Jeff Brandes voted to allow state-run Citizens Property Insurance to dump policies onto out-of-state, unregulated private companies.",false
Ch Guevara wrote extensively about the superiority of white Europeans over people of African descent.,true
"From 1947 to 1979, family incomes for rich, middle-income and poor Americans grew about the same rate. But since 1979, incomes for rich families have grown much faster.",false
Hitler abolished unions and thats what Wisconsin Gov. Scott Walker is doing today.,true
Says Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact.,true
Page 92 of the House health care bill 'says specifically that people can't purchase private health insurance after a date certain.',true
Republicans went out of the way to praise (Eric) Holders nomination. ... Not a single Republican senator opposed Eric Holders nomination.,false
'We actually have not required in this law that you carry health insurance.',true
States still face a mandate to expand Medicaid coverage under President Obamas health care reform law.,true
SaysTom Cotton voted against preparing America for pandemics like Ebola.,true
"Since President Obama took full control of Washington every single day, more than 1,500 of our jobs have been lost.",true
"Says Nancy Pelosi said, Waiting long hours in the emergency room will allow you to make new friends!",true
"The DREAM Act was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadnt changed. ... The only thing that had changed was politics.",false
Says former state Sen. Kelli Ward wanted to ban our intelligence agencies from operating in Arizona.,true
"70,000 three-year-olds and four-year-olds across America will lose access to the preschool Head Start program. ... 2,000 in the state of Florida alone.",false
Betty Sutton and her fellow Democrats went on a spending spree and now their credit card is maxed out.,true
"Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving, Texas.",true
"Since January 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000.",true
"Of the 10,000 Rhode Island children in charter school lotteries for the fall, more than 70 percent are poor .... In addition, a majority of them are students of color.",false
"Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.",true
"Says the federal government could save $175,587 by eliminating a study of the connection between cocaine and risky sex habits of the Japanese quail.",false
On the Cuba embargo.,true
Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.,true
Obamas position on nuclear arms is a march toward global zero.,false
"Once people become citizens under the DREAM Act and turn 21, they can sponsor their illegal immigrant parents for legalization.",false
Says Wisconsin Manufacturers Commerces own 2014 survey revealed that just 15 percent of business executive respondents were in favor of Right-To-Work legislation.,true
The Capitol Police force is going so far as to use paramilitary equipment in dealing with singing protesters in Madison,true
Tens of thousands of fraudulent Clinton votes found in Ohio warehouse.,true
"When it comes to protesters in Madison, almost all are now from outside of Wisconsin.",true
Says Democratic runoff opponent Grady Yarbrough twice previously ran statewide as a Republican.,false
Says U.S. Rep. John Barrow left taxpayers on the hook for $950k study on genetic makeup of ants.,false
President Obamas recent plan to cut $100 million of waste within his administration wont actually save money because hes going to spend it elsewhere.,false
The estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the Bush-era tax cuts for another decade.,false
"As Florida secretary of state, Kurt Browning allowed 1,800 illegal voters to register in Florida.",true
The only budget Ted Cruz ever voted for in his time in the Senate is a budget that cut defense spending by more than Barack Obama proposes we cut it.,true
"'Rural schools enroll 40 percent of American children, but receive only 22 percent of federal education funding.'",true
"Based on the August 2012 national jobs numbers, for every person who got a job, nearly four people stopped looking for a job.",false
On repealing the 17th Amendment,true
More than 90 percent of the gains have gone to the top 1 percent.,false
An aide acted on his own and was not representing the Thompson campaign when he sent an email criticizing the sexual orientation of U.S. Senate candidate Tammy Baldwin.,true
"On immigration, what reports say President Barack Obama plans to do is roughly on the same scale as what President George H.W. Bush did.",false
"Since 2013 alone, the Obama administration has allowed 300,000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement), but who were not detained or processed for deportation because it wouldnt have been politically correct.",false
Shirley Sherrod was forced to resign before anybody on Fox said a word about this.,false
That 3.5 percent (increase in the third quarter GDP) came from two things government spending on Cash for Clunkers they just moved fourth-quarter auto sales into the third quarter and the first-time home buyer thing.,false
"Were $15 trillion now in debt, with a president thats racked up as much debt as almost all of the other presidents combined.",true
Twenty-two million jobs were created during Clintons two terms but only 3 million during Bushs.,false
"In the New York 9th District, there is a large number of people who went to the polls tonight who didnt support the president to begin with and dont support Democrats -- and its nothing more than that.",true
A government shutdown could disrupt ... veterans benefits.,false
"A family of four can make up to $88,000 a year and still get a subsidy for health insurance under the new federal health care law.",false
"An economic impact study found that for every $1 invested in pre-K in Pennsylvania, a total of $1.79 is generated in total spending within the state.",false
"Last year it was discovered that Rhode Islands public employees ranked 4th in average pay, while the private sector ranked 23rd.",false
Says Will Hurd said a border-long U.S.-Mexico wall absolutely makes sense.,true
Says state workers have not had across-the-board raises in six years.,false
"'When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.'",false
"Ronald Reagan raised taxes in 1982, 1984, 1985, 1986 and 1987.",false
"Says Sen. Rand Paul, R-Ky., has stated that supporting the right to health care ... means you believe in slavery.",false
"Says Bernie Sanders health care plan would empower Republicangovernors to take away Medicaid,to take away health insurance for low-income and middle-income working Americans.",true
"In 2006, Planned Parenthood performed more prevention services and cancer screenings than abortions, but in 2013, there were more abortions.",true
A proposed amendment allows a teenager to get a recommendation for medical marijuana without the consent of a parent.,false
Says nothing in Obamas $3.7 billion request to address the child immigrant situation actually secures the border.,true
Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition.,false
"If youre earning under $100,000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax.",false
In Chile they have 72 percent of the GDP in savings.,false
"There are 850,000 Ohio jobs tied to the auto industry.",false
The Mexican government forces many bad people into our country.,true
A sitting sheriff cannot be charged except by a warrant issued by a Superior Court judge.,false
"Since 1999, all Virginia Lottery profits have been used for public education in the Commonwealth for kindergarten through 12th grade.",false
Says House Republicans rejected a straightforward measure that would prevent members of Congress and the president from being paid during a government shutdown.,false
"Governor Christie also remains the only Governor since World War II, among both Democrats and Republicans, who failed to have his party win control of at least one legislative body over the course of his term.",true
Sixty-percent of the state retirees...dont get Social Security.,true
"Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising, overhead, executive salaries, and external donations.",true
"If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.",false
Sunday liquor sales could generate $3.4 million to $4.8 million a year in additional sales tax revenue for Georgia.,false
"Says the 2010-11 New Hampshire budget ended with an $18 million surplus, while the Republican-led 2012-13 budget has a $40 million deficit.",false
"Says Barack Obama was silent on Iran when the students took to the streets in Tehran and the people there protested, (and) the Green Revolution occurred.",true
"No candidate has run more negative ads in American history than Barack Obama did in 2008, especially in the general.",false
Inner-city crime is reaching record levels.,true
The right-to-work states have much lower level of unemployment than the union states do.,false
Oklahomas Republican Gov. Mary Fallin signed a new law which makes you pay a special fee. It will essentially fine people for the crime of using solar power.,true
Tampa mayoral opponent Bob Buckhorn supported forcing police officers to keep their guns locked in the trunks of their cruisers.,true
Millions could lose their health care coverage and be forced into a government pool under the new health care law.,true
"A Texas police department bought an ad telling drug dealers, We can take your competition off the streets for FREE.",false
Only a few months ago the FBI arrested three Broward County Commissioners for accepting millions of dollars in trade for illegal favors.,true
"Our unemployment rate has been higher than 8 percent for more than two-and-a-half years, far above what the Obama Administration promised with the stimulus.",true
"Thanks in part to our all-of-the-above strategy for American energy, the United States generates more natural gas than anybody.",false
"State law says that once the state appraises a piece of property, they can only pay it a certain amount above appraisal.",false
Ted Cruz helps run two national organizations that have been leading the push to give amnesty to illegal immigrants.,true
Says Chris Christie created this new category where you could get laid off and just be totally denied unemployment benefits forever.,false
"Thanks to our reforms, the average family will have an extra $322 to spend.",false
Measles is one of the most common causes of child blindness worldwide.,false
"When oil and gas prices sent state revenues up, Palin sent 'a large share of that revenue directly back to the people of Alaska.'",false
Says he was the only Republican candidate at a prior debate who said lower-income workers were being hurt by the economy.,true
"Says Hillary Clintons top 10 donors are mainly banks, corporations and media, while Bernie Sanders top 10 donors are labor unions.",false
Portland Community College serves more students than all of the states universities combined.,true
"If we dont spend money on a pier, then that money does wipe into the general funds of the city or the county, and if you send it to the county, you never see it again.",false
Obamacare is . . . the largest tax increase in the history of the world.,true
"Republican candidate for governor Allan Fung donated to Democrats like Congressman David Cicilline, disgraced (House) speaker Gordon Fox and even Mr. Obamacare, Harry Reid.",false
Says Barack Obama founded ISIS. I would say the co-founder would be crooked Hillary Clinton.,true
"More than 70,000 job openings are listed on a state jobs website.",false
"When the United States invaded Iraq, Saddam Hussein wanted to acquire weapons of mass destruction, and 'he said so himself after his capture.'",false
"When asked about bills in Congress important to the North Country, Derrick responded I just dont know enough about it.",true
"Except for Virginia, the other 49 states keep raising their gas tax.",true
"Says 70,000 children have lost their Head Start slots because of the sequester.",true
On disaster aid offsets,true
(Strickland) raised taxes last year to the tune of $840 million.,false
Sarah Palin 'has more experience than Barack Obama.',true
A golf course closes somewhere in America every 48 hours.,false
"If you rent a U-Haul to move your company, it costs twice as much to go from San Francisco to Austin than the other way around, because you cant find enough trucks to flee the Golden State.",false
The Congressional Budget Office has already doubled its estimate for the cost (of Obamacare) so far from roughly $800 billion to $1.7 trillion.,true
"Oregons three largest employers, and 13 of the top 25, are health care providers.",true
'We get 30 percent of our oil from the Gulf (of Mexico).',true
The Department of Energys Billion Ton Study has shown that wind and solar energy combined could at best provide only 5 percent of our total energy needs.,true
Says the U.S. Constitution provides for just compensation when land is taken under eminent domain.,false
Says Mitt Romneys campaign has already spent more on negative ads than John McCain did during his entire presidential run.,true
"As we near the 10th anniversary of the 9/11 terrorist attacks, we should not forget that some of the hijackers used New Jersey drivers licenses to board those aircraft.",true
"For every $10,000 invested in business incubators, up to nearly 70 local jobs are generated.",false
"Although the governor doubled the beach fees . . . all the money, as we found out, is all going to an out-of-state company. The state isnt even getting the money for that.",true
"Three presidents in the last century Harding, Kennedy and Reagan all cut taxes during recessions and produced 'rapid and dramatic economic recoveries,' while two, Herbert Hoover and Barack Obama, did 'the opposite.'",true
The Congressional Budget Office analysis of the health insurance reform legislation says the bill 'cuts the deficit by $1.2 trillion in the second 10 years.',false
Says John Barrow voted with Obama 85 percent of the time.,true
Studies show that people that are on welfare are higher users of drugs than people not on welfare.,false
"The income of the top 1 percent nearly quadrupled from 1979 to 2007, but the typical familys incomes barely budged.",false
'John McCain has voted with George Bush 90 percent of the time.',false
Says he and Bernie Sanders have very similar views on trade,false
"On (Rob Portmans) watch as Bushs trade czar, our deficit with China exploded and as Bushs budget chief, Portman oversaw a spending spree that doubled the deficit.",false
Sens. Mark Warner and Tim Kaine voted to let the U.N. take OUR guns.,true
"In just six years, Georgia has dropped from first in the nation from a business-friendly legal climate to 24th.",true
6.4 million more Americans living in poverty under President Obama.,false
Hillary Clinton is 'willing to have workers' wages garnisheed if they refuse to buy health insurance.',false
We have less crime in the (Rio Grande) Valley than we do in other major Texas cities.,false
"Says, In the last four years weve cut $36 million in ongoing revenue.",true
"Financial conflict-of-interest laws dont apply to the president, right? So, the president doesnt have to have a blind trust.",false
Says nearly 1 million people are coming to town in the next 20 years.,true
"The House health care bill pays for 'about six years of program with a decade of revenue, with the heaviest costs concentrated in the second five years.'",false
"'It's just outrageous that under President Bush, the National Institutes of Health have been basically decreased in funding.'",true
Kathryn Starkey joined forces with liberal Democrats on a historic sales tax hike.,true
Prices are going up. Unemployment is continuing to go up.,false
Says Texas has the nations most uninsured residents.,true
We are 49th in the nation for our graduation rate,false
"Welcome to #Houston, the most #diverse city in #America.",false
"The White House has three staff calligraphers making between $86,000 and $97,000 each, and just one National Security Director. She makes $55,000.",true
Says Maggie Hassan is the only female governor in the country.,true
Thomas Paine wrote that the duty of a patriot is to protect his country from his government.,true
Weve dedicated more money from (Washington Countys) transportation budget to bike and ped projects under my watch than at any time in the history of Washington County.,false
"The radiation coming from the new TSA body scanners is equivalent to about three minutes worth of air travel by anybody, say, at 30,000 feet.",false
"If Fox News presidential debate rules had been in place during the1992 election,Bill Clinton wouldnt have beenon the stage.",true
U.S. Senate candidate Todd Akin was partly right that a womans body has a way of shutting down so that a pregnancy doesnt occur if shes raped.,true
The American Academy of Pediatrics supports banning guns.,false
"Barbara Boxer voted to cut spending on Medicare benefits by $500 billion, cuts so costly to hospitals and nursing homes that they could stop taking Medicare altogether.",true
Global warming is a hoax.,true
"Says that we brought CHI Manufacturing, that had business in China, back to Texas.",true
"This year, the Blackstone Valley Mayoral Academy became the first public school in Rhode Island history to have 100 percent of its elementary-age students proficient in reading on state assessments.",false
The cap-and-trade bill will mean 2 million jobs lost.,true
The new health care law crushes small businesses with billions in penalties.,true
"'The fact is that although we have had a president who is opposed to abortion over the last eight years, abortions have not gone down.''",true
Most of the jobs that we lost were lost before the economic policies we put in place had any effect.,false
Europe and U.S. households waste 15 times more food than a person in Africa.,false
Says of a failed cloture vote on nominating Chuck Hagel for defense secretary: This is not a filibuster.,true
Says every school will be negatively impacted if Education Stability Fund is not tapped.,false
"Virginia ranked 35th in job creation in 2009 under Gov. Tim Kaine, and moved up to third for 2010, while McDonnell has been in office.",false
I was the first member of Congress to call him (Barack Obama) a socialist...,true
"Part of the increase in the cost (of higher education) has been because state support has dropped. We now spend, under Governor Walker, more on corrections than we do on higher education.",false
'We send a billion dollars to foreign countries every day because of our addiction to foreign oil.',false
Since I came into office we have increased the VA budget by 85 percent.,false
"Sotomayor thinks 'that ones sex, race and ethnicity ought to affect the decisions one renders from the bench.'",false
South Korea doesnt pay the United States for U.S. troops that protect their country.,true
"While in the Illinois Senate, Barack Obama passed 'tax cuts for hard-working families.'",false
Every one of the mass shootings except two in America since 1950 have been in gun-free zones.,false
Says U.S. is giving seven Alaskan islands to Russia.,true
Says Rick Scott raised property taxes.,true
